idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
2834,14181802.0,33441-50-8,33441-50-8,ethyl 2-methyl-2-sulfanylpropanoate,fruity;meaty;sulfurous;tropical,fruity;meaty;sulfurous;tropical,TGSC;FlavorBase10;Flavorbase,,
2835,5365587.0,33467-73-1,cis-3-Hexenyl formate,[(Z)-hex-3-enyl] formate,apple;citrus;fresh;fruity;grassy;green;melon;sharp;sweet;vegetable;wax;waxy,citrus;fresh;grassy;green;green fruity-apple;melonstrong;sharp;sweet;vegetable;wax;waxy,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
2836,5365049.0,33467-74-2,cis-3-Hexenyl propionate,[(Z)-hex-3-enyl] propanoate,apple;banana;citrus;fresh;fruity;green;leafy;melon;peach;pear;sweet;vegetable;wax;waxy,apple;banana;citrus notes;fresh;fruity;green;leafy;melon;peach;pear;sweet green;vegetable character;wax;waxy,TGSC;FlavorBase10;SigmaAldrich;TGSCGSC;Flavorbase;OdoRactor,,
2837,5318017.0,22104-77-4,trans-2-Hepten-1-ol,(E)-hept-2-en-1-ol,fatty;green;plastic;pungent,fatty;green;plastic;pungent,TGSC;FlavorBase10;OdorRactor,,
2838,5367391.0,62488-55-5,"hepta-2,4-dien-1-ol","(2E,4E)-hepta-2,4-dien-1-ol",almond;cheese;cheesy;fatty;fruity;green;nutty,almond;cheese;cheesy;fatty;fruity;green;nutty,TGSC;FlavorBase10;SuperScent;Odoractor,,
2839,118088.0,33522-69-9,33522-69-9,"(4,6,6-trimethyl-2-bicyclo[3.1.1]hept-3-enyl) acetate",fruity;herbaceous;minty;spicy,herbaceous;somewhat fruity and minty flavor;spicy,TGSC;FlavorBase10;OdorRactor,,
2840,5367475.0,33580-05-1,fucoserratene,"(3E,5Z)-octa-1,3,5-triene",green;plastic,green;plastic,TGSC,,
2841,118521.0,33662-58-7,"Methyl 2,4-dihydroxy-3-methylbenzoate","methyl 2,4-dihydroxy-3-methylbenzoate",moss;oakmoss;phenolic;seashore;sweet,mossyphenolic;oakmoss;phenolic;seashore;sweet,TGSC;OdorRactor,,
2842,97707.0,33673-62-0,33673-62-0,4-methyl-5-pentyloxolan-2-one,buttery;coconut;floral;lactonic;metallic;plum;tuberose;wax;waxy,buttery;coconut;floral;lactonic;metallic;plum;tuberose like;wax;waxy,TGSC;FlavorBase10;OdorRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1D2;
2843,118530.0,33673-65-3,hexanal dihexyl acetal,"1,1-dihexoxyhexane",apple;cognac;grassy;green;oily,apple;cognac;grassy;green;oily,TGSC;FlavorBase10;OdorRactor,,
2844,92292.0,33704-61-9,Cashmeran,"1,1,2,3,3-pentamethyl-2,5,6,7-tetrahydroinden-4-one",clean;musk;spicy;woody,clean;musk;spicy;woody,TGSC;OdorRactor;Pubchem,Sato-Akuhara et al|https://doi.org/DOI:10.1523/JNEUROSCI.3259-15.2016,Or5an6;
2845,6435861.0,16930-97-5,Hexyl trans-2-hexenoate,hexyl (E)-hex-2-enoate,fatty;fruity;green;sweet;waxy,fatty;fruity;green;somewhat fatty-waxy notes;sweet,TGSC;FlavorBase10;OdorRactor,,
2846,10583.0,110823-68-2,Elemene,"1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane",fresh;herbal;waxy,fresh;herbal;waxy,TGSC,,
2847,118111.0,33885-51-7,33885-51-7,"3-(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)propanal",aldehydic;balsamic;clean;fresh;natural;nutty;pine;watery,aldehydic;balsamic;clean;fresh;natural;nutty;pine;watery,TGSC;OdorRactor,,
2848,525330.0,33922-73-5,allyl propyl trisulfide,1-(prop-2-enyltrisulfanyl)propane,alliaceous;garlic;onion;pungent;sulfurous,alliaceous;garlic;onion;powerful pungent onion-garlic odor and taste;sulfurous,TGSC;FlavorBase10;OdorRactor,,
2849,5370448.0,65819-74-1,Di-1-propenyl sulfide,(E)-1-[(E)-prop-1-enyl]sulfanylprop-1-ene,brown;garlic;onion;pungent;savory,brown;onion-garlic odor and taste;pungent savory;savory,TGSC;FlavorBase10,,
2850,118119.0,33941-99-0,"2-Methyl-4-phenyl-1,3-dioxolane","2-methyl-4-phenyl-1,3-dioxolane",animal;floral;hyacinth;jasmin,animal;floral;hyacinth;jasmin,TGSC;OdorRactor,,
2851,13353282.0,33959-27-2,4-mercapto-3-methyl-2-butanol,3-methyl-4-sulfanylbutan-2-ol,fruity;meaty;onion;savory;sulfurous,fruity;meaty;onion;savory;sulfurous,TGSC;FlavorBase10;Flavorbase,,
2852,520667.0,34003-72-0,5-methyloxolan-3-one,5-methyloxolan-3-one,bread;burnt;buttery;coumarin;coumarinic;hay;rum;sugar;sweet,bread-like;burnt sugar;buttery;coumarin;coumarinic;hay;rum;sweet,TGSC;FlavorBase10;OdorRactor,,
2853,61922.0,34047-39-7,4-Methylthio-2-butanone,4-methylsulfanylbutan-2-one,cheese;earthy;fatty;fishy;metallic;potato;sulfurous;sweet;tomato;vegetable;vegetative,earthy;fatty;fishy odor & taste;metallic;potato;powerful cheese;sulfurous;sweet;tomato;vegetable;vegetative,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
2854,118134.0,34131-98-1,Decatone,"6-propan-2-yl-3,4,4a,5,6,7,8,8a-octahydro-1H-naphthalen-2-one",floral;gardenia;grapefruit;green;rhubarb;vetiver;woody,floral;gardenia;grapefruit;green;rhubarb;vetiver;woody,TGSC;OdorRactor,,
2855,61926.0,34135-85-8,ALLYL METHYL TRISULFIDE,3-(methyltrisulfanyl)prop-1-ene,alliaceous;creamy;garlic;onion;sulfurous,alliaceous;creamy;garlic;onion;sulfurous,TGSC;FlavorBase10;SuperScent;OdoRactor,,
2856,1550260.0,34135-85-8,(+)-Hydroxycitronellal,"(3R)-7-hydroxy-3,7-dimethyloctanal",floral,floral,TGSC,,
2857,1715134.0,34212-53-8,(?)-Hydroxycitronellal,"(3S)-7-hydroxy-3,7-dimethyloctanal",floral,floral,TGSC,,
2858,118146.0,34291-99-1,34291-99-1,2-(4-propan-2-ylphenyl)propanal,aldehydic;floral;fresh;green;herbaceous;leafy;sap;twig,aldehydic;fresh;green;leafy;sap-like or twig-like;somewhat herbaceous-floral,TGSC;FlavorBase10;OdorRactor,,
2859,520682.0,34300-94-2,34300-94-2,3-methyl-3-sulfanylbutan-1-ol,bee;cooked;grapefruit;juice;meaty;onion;roasted;spicy;sulfurous;sweet;vegetable,beef juice;cooked onion & meaty;grapefruit modifier;roasted;spicy;sulfurous;sweet;vegetable,TGSC;FlavorBase10;SigmaAldrich;Odoractor,,
2860,5370052.0,34318-21-3,3-Oxo-alpha-ionol,"4-[(E)-3-hydroxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",spice;spicy,spice;spicy,TGSC;Flavornet,,
2861,118641.0,34322-06-0,34322-06-0,S-propan-2-yl 3-methylbutanethioate,cheese;galbanum;green;sulfurous;tropical;vegetative,cheese & tropical;green;green-vegetative galbanum notes;sulfurous,TGSC;FlavorBase10,,
2862,118148.0,34322-09-3,S-sec-Butyl 3-methylbut-2-enethioate,S-butan-2-yl 3-methylbut-2-enethioate,cheese;fruit;galbanum;grassy;green;herbaceous;herbal;spicy;sulfurous;tropical;vegetative,cheese & tropical fruit;grassy;green;green-vegetative galbanum notes;herbaceous;herbal;spicy;sulfurous,TGSC;FlavorBase10;OdorRactor,,
2863,118658.0,34365-79-2,34365-79-2,S-propan-2-yl 3-methylbut-2-enethioate,alliaceous;earthy;eggy;galbanum;green;meaty;onion;sulfurous;tropical,alliaceous;eggy & meaty;green;green galbanum notes;greenearthy;onion;sulfurous;tropical,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2864,36822.0,34413-35-9,"5,6,7,8-TETRAHYDROQUINOXALINE","5,6,7,8-tetrahydroquinoxaline",bean;cereal;cheese;cheesy;corn;musty;nutty;poo;roasted,beanycereal;cereal;cheese;cheesy;corn;musty;nutty;poocorn like odor & taste;roasted,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2865,10012081.0,1609196-40-8,(+)-Pinocarvone,"(1R,5R)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one",green;herbal,green;herbal,TGSC,,
2866,6999977.0,34451-19-9,34451-19-9,butyl (2S)-2-hydroxypropanoate,creamy;fermented;fruity;milky;mushroom;sweet,creamy;fermented;fruity;milky;mushroom;sweet,TGSC,,
2867,5352770.0,34495-71-1,Ethyl cis-4-octenoate,ethyl (Z)-oct-4-enoate,fatty;fresh;fruity;green;juicy;pear;pineapple,fatty;fresh;fruity;green;juicy;pear;pineapple,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2868,61935.0,34545-88-5,34545-88-5,"7-methyl-4,4a,5,6-tetrahydro-3H-naphthalen-2-one",coconut;coumarin;coumarinic;fruity;tabac;toasted;tonka,coconut;coumarin-like and tonka-like;coumarinic;fruity and tabac;toasted;tonka,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2869,61936.0,34619-12-0,4-Mercapto-2-butanone,4-sulfanylbutan-2-one,meaty;onion;potato;sulfurous,meaty in dilution;onion;potato;sulfurous,TGSC;FlavorBase10,,
2870,118177.0,34686-67-4,"Cyclopentanol, 2-(2-hexen-1-yl)-",2-hex-2-enylcyclopentan-1-ol,banana;floral;fruity;green;jasmin;natural;tropical;waxy,banana;floral;fruity;green;jasmin;natural;tropical;waxy,TGSC,,
2871,6438070.0,25524-96-3,6-[(E)-pent-2-enyl]oxan-2-one,6-[(E)-pent-2-enyl]oxan-2-one,apricot;coconut;floral;fruity;jasmin;oily;peach,apricot;coconut;floral;fruity;jasmin;oily;peach,TGSC,,
2872,118181.0,34687-46-2,"Cyclopentanone, 2-(2-hexen-1-yl)-",2-hex-2-enylcyclopentan-1-one,coconut;dairy;floral;jasmin;milky;oily,coconut;dairy;floral;jasmin;milky;oily,TGSC,,
2873,101363.0,34764-02-8,"1,1-Diethoxydecane","1,1-diethoxydecane",aldehydic;citrus;coconut;cognac;ethereal;fatty;fresh;fruity;green;herbal;moss;oily;orange;rum;wax;waxy,aldehydic;coconut;cognac;ethereal rum note;fatty-waxy;fresh;fresh citrusy;green;herbal-oily-fruity;mossy;orange;wax;waxy,TGSC;FlavorBase10;OdorRactor,,
2874,12410118.0,34902-57-3,HABANOLIDE,(3E)-1-oxacyclohexadec-3-en-2-one,musk;sweet;wax;waxy,musk;sweet;wax;waxy,TGSC;OdorRactor,,
2875,6431475.0,34995-77-2,trans-Furan linalool oxide,"2-[(2R,5R)-5-ethenyl-5-methyloxolan-2-yl]propan-2-ol",floral,floral,TGSC,,
2876,118201.0,35044-59-8,"1,3-Cyclohexadiene-1-carboxylic acid, 2,6,6-trimethyl-, ethyl ester","ethyl 2,6,6-trimethylcyclohexa-1,3-diene-1-carboxylate",apple;floral;fresh;herbaceous;herbal;natural;rose;woody,apple;floral;fresh;herbaceous;herbal;natural;rose;woody,TGSC;OdorRactor,,
2877,32052.0,35044-68-9,35044-68-9,"1-(2,6,6-trimethylcyclohexen-1-yl)but-2-en-1-one",apple;berry;black;currant;floral;fruity;honey;plum;rose;tea;tobacco,apple;berry;black;currant;floral;fruity;honey;plum;rose;tea;tobacco,TGSC;Flavornet;ADB;Flavorbase;OdorRactor,,
2878,9837013.0,35087-49-1,gamma-damascone,"(E)-1-(2,2-dimethyl-6-methylidenecyclohexyl)but-2-en-1-one",apple;cooked;floral;fruity;green;plum;rose;tobacco,apple;cooked;floral;fruity;green;plum;rose;tobacco,TGSC,,
2879,5367681.0,35154-45-1,cis-3-Hexenyl isovalerate,[(Z)-hex-3-enyl] 3-methylbutanoate,apple;dirty;floral;fresh;fruity;green;pineapple;tropical,apple;dirty;floral;fresh;fruity;green;pineapple;tropical,TGSC;FlavorBase10;SigmaAldrich,,
2880,61942.0,35178-55-3,Piperitenone oxide,6-methyl-3-propan-2-ylidene-7-oxabicyclo[4.1.0]heptan-2-one,apple;herbaceous;herbal;mint;minty;pineapple,apple;herbal;minty;pineapple herbaceous mint odor,TGSC;FlavorBase10;OdorRactor,,
2881,118782.0,35194-30-0,9-Decen-2-one,dec-9-en-2-one,apple;fatty;fruity;green;pear;pineapple,apple;fatty;fruity;green;pear;pineapple,TGSC;FlavorBase10;Flavorbase,,
2882,6440993.0,2245852-26-8,35206-51-0,4-methylpentan-2-yl (E)-but-2-enoate,apple;fruity;grape;juicy;pear;plum,apple;fruity;grape;juicy;pear;plum,TGSC;OdorRactor,,
2883,529300.0,35234-21-0,methyl 3-acetoxyoctanoate,methyl 3-acetyloxyoctanoate,fruit;fruity;green;tropical;winey,fruity;green;green tropical fruit notes;winey,TGSC;FlavorBase10,,
2884,526152.0,35234-22-1,Methyl 5-acetoxyhexanoate,methyl 5-acetyloxyhexanoate,apple;fruity;pineapple,apple notes;fruity;pineapple,TGSC;FlavorBase10;OdorRactor;,,
2885,118225.0,35234-25-4,ethyl 5-acetoxyoctanoate,ethyl 5-acetyloxyoctanoate,fruity;musk,fruity;musk,TGSC;FlavorBase10,,
2886,520722.0,35243-43-7,2-Ethoxy-3-ethylpyrazine,2-ethoxy-3-ethylpyrazine,earthy;nutty;potato;raw;roasted;woody,earthy;nutty;potato;raw potato note;roasted;weakly woody,TGSC;FlavorBase10;SigmaAldrich;Flavorbase,,
2887,61945.0,35250-53-4,Pyrazineethanethiol,2-pyrazin-2-ylethanethiol,beefy;burnt;cabbage;chicken;green;meaty;pork;pot;roast;roasted;savory;sulfurous,beefy;burnt;cabbage;chicken;green;meaty;pork notes;pot roast;roasted;savory;sulfurous,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
2888,11424363.0,35250-53-4,dithenyl ether,2-(thiophen-2-ylmethoxymethyl)thiophene,fruity;woody,fruity;woody,TGSC,,
2889,37098.0,35274-05-6,CETYL LACTATE,hexadecyl 2-hydroxypropanoate,buttery;creamy;fatty;odorless,buttery;essentially odorless. good dispersing agent. ;fatty,TGSC;FlavorBase10;OdoRactor,,
2890,21940939.0,35379-09-0,Methyl 2-methylphenyl disulfide,1-methyl-2-(methyldisulfanyl)benzene,meaty;roasted;sulfurous,meaty;roasted;sulfurous,TGSC;FlavorBase10,,
2891,118823.0,35448-31-8,"1-Butanamine, 3-methyl-N-(3-methylbutylidene)-",3-methyl-N-(3-methylbutyl)butan-1-imine,burned;burnt;citrus;cocoa;fatty;fish;fishy;oily;shellfish;sweet,burned fish;burntcocoa;citrus;cocoa notes;fatty;fishy;oily;shellfish;slightly sweet,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2892,101365.0,35472-56-1,Ethyl 2-(methylamino)benzoate,ethyl 2-(methylamino)benzoate,fruity;grape;mandarin;petitgrain;sweet,mandarin;mandarin-grape-petitgrain with concord grape-;mandarinfruity;sweet,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2893,92301.0,35628-00-3,Ipsdienol,"(4S)-2-methyl-6-methylideneocta-2,7-dien-4-ol",balsamic;pine,balsamic;pine,TGSC;OdorRactor,,
2894,88168807.0,35852-42-7,4-Methylpentyl 4-methylpentanoate,4-methylpentyl 4-methylpentanoate,fruity;herbaceous;herbal;soapy;sweet;wax;waxy,fruity;herbaceous;herbal;soapy;sweet;wax;waxy,TGSC;FlavorBase10,,
2895,5367682.0,35852-46-1,35852-46-1,[(Z)-hex-3-enyl] pentanoate,apple;banana;buttery;estery;fresh;fruit;fruity;grape;green;juicy;kiwi;pear;tropical;unripe;vegetable,apple;banana;buttery;estery;fresh;fruity;grapebanana;green;kiwi;pear;tropical;unripe juicy fruity notes of tropical fruits;vegetable,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2896,118262.0,35926-04-6,1-Hexen-3-yl acetate,hex-1-en-3-yl acetate,fruity;green;mushroom;rum;rummy,fruity;green;green fruity rum-like odor;rummy;somewhat mushroom taste,TGSC;FlavorBase10;OdorRactor,,
2897,15172.0,17488-65-2,"3-Buten-2-ol, 4-phenyl-",4-phenylbut-3-en-2-ol,balsamic;floral;fruity;sweet,balsamic;floral;fruity;sweet,TGSC;FlavorBase10;OdoRactor,,
2898,118928.0,36219-73-5,10-undecen-2-one,undec-10-en-2-one,citrus;fatty;fleshy;fruity;green;mango;melon;tropical,citrus;fatty;green fruity-fleshy;mango;melon;tropical,TGSC;FlavorBase10,,
2899,61951.0,36267-71-7,"2-methyl-5,7-dihydrothieno[3,4-d]pyrimidine","2-methyl-5,7-dihydrothieno[3,4-d]pyrimidine",corn;nutty;popcorn;roasted;sweet;taco;toasted,also as a sweetness enhancer;corn;popcorn;powerful popcorn nutty aroma & taste;roasted;taco;toasted,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2900,21554588.0,36267-74-0,36267-74-0,"2-methyl-5,7-dihydrofuro[3,4-d]pyrimidine",popcorn;sweet,popcorn;sweet,TGSC,,
2901,21554596.0,36267-77-3,"2,7-dimethyl-5,7-dihydrofuro[3,4-d]pyrimidine","2,7-dimethyl-5,7-dihydrofuro[3,4-d]pyrimidine",cereal;popcorn,cereal;popcorn,TGSC,,
2902,118292.0,36306-87-3,Kephalis,"4-(1-ethoxyethenyl)-3,3,5,5-tetramethylcyclohexan-1-one",amber;herbaceous;herbal;old;tobacco;wood;woody,amber;herbaceous;herbal;old;tobacco;wood;woody,TGSC;OdorRactor,,
2903,92043557.0,82356-51-2,METHYLCYCLOPENTADECENONE,(2Z)-2-methylcyclopentadec-2-en-1-one,animal;ketonic;musk;soapy,animal;ketonic;musk;soapy,TGSC;OdorRactor,,
2904,61953.0,169102-88-9,Theaspirane,"2,6,6,10-tetramethyl-1-oxaspiro[4.5]dec-9-ene",berry;camphoraceous;cooling;fresh;fruity;green;herbaceous;herbal;ionone;leafy;metallic;minty;spicy;sweet;tea;tobacco;vanilla;winey;woody,berry;cooling;fresh;fruity;green;herbaceous;herbal;ionone-like;leafy;metallic;minty;spicy;sweet;tea;tobacco;vanilla;weak camphoraceous;winey;woody,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2905,61954.0,36438-54-7,o-Tolyl isobutyrate,(2-methylphenyl) 2-methylpropanoate,berry;fruity;medicinal;phenolic,berry;fruity-berry;medicinal;phenolic,TGSC;FlavorBase10;OdorRactor,,
2906,2682.0,124-29-8,1-Hexadecanol,hexadecan-1-ol,bland;clean;fat;floral;fruity;greasy;mouthfeel;odorless;oily;wax;waxy,adds mouthfeel to low fat products;bland taste;clean;floral;fruity;greasy;odorless;oily;wax;waxy,TGSC;FlavorBase10;SigmaAldrich;Flavornet;Pubchem,,
2907,61955.0,36701-01-6,Furfuryl pentanoate,furan-2-ylmethyl pentanoate,apple;caramel;caramellic;cheese;cheesy;fruity;musty;pineapple;ripe;sweet;tropical,apple;caramel;caramellic odor;cheese;cheesy;fruity;musty;pineapple;ripe pineapple-apple fruity taste;sweet;tropical,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2908,94935.0,36707-28-5,Furfuryl phenylacetate,furan-2-ylmethyl 2-phenylacetate,honey,honey,TGSC,,
2909,16220105.0,1216457-85-0,2-Ethyl-5(6)-methylpyrazine,2-ethyl-5-methylpyrazine;2-ethyl-6-methylpyrazine,barley;cocoa;coffee;hazelnut;nutty;potato;roasted,barley;cocoa;coffee;hazelnut;nutty;potato;roasted,TGSC;SigmaAldrich,,
2910,5366844.0,13481-87-3,Methyl 3-nonenoate,methyl (E)-non-3-enoate,dry;fatty;fruity;green;honey;juicy;melon;pear;water,dry;fatty;fruity;green;honeydew;juicy;melon;pear;watermelonpear,TGSC;SigmaAldrich;OdoRactor,,
2911,21149427.0,36789-59-0,CAMPHOLENE ACETATE,"2-[(1S)-2,2,3-trimethylcyclopent-3-en-1-yl]ethyl acetate",berry;floral;fruity;herbaceous;lavender;sweet;woody,berry;floral;fruity;herbaceous;lavender;sweet;woody,TGSC;FlavorBase10;OdorRactor,,
2912,169818.0,40326-01-0,"2,6-dimethyl-6-hepten-1-ol","2,6-dimethylhept-6-en-1-ol",fatty;fresh;green;melon;oily;rind;waxy,fresh;green-waxy oily-fatty melon rind odor & taste;melon,TGSC;FlavorBase10;OdorRactor,,
2913,53426546.0,36871-78-0,"4-Acetyl-2,5-dimethylfuran-3(2H)-one","4-acetyl-2,5-dimethylfuran-3-one",caramel;caramellic;fruity,caramel;caramellic;fruity,TGSC;FlavorBase10,,
2914,162239.0,37064-20-3,Propyl 2-methylbutyrate,propyl 2-methylbutanoate,apple;fruity;frutti;green;pineapple;sweet;tutti;winey,apple;fruity;green;pineapple;sweet;tutti frutti notes;winey,TGSC;FlavorBase10,,
2915,6428543.0,37160-77-3,3-hydroxyoctan-2-one,3-hydroxyoctan-2-one,brown;earthy;herbaceous;mushroom;nutty,brown;earthy;herbaceous;mushroom-like;nutty,TGSC;FlavorBase10;OdorRactor,,
2916,86834.0,37161-74-3,Methyl 3-phenyloxirane-2-carboxylate,methyl 3-phenyloxirane-2-carboxylate,berry;fresh;fruity;sweet,berry;fresh;fruity;sweet note,TGSC;FlavorBase10,,
2917,162248.0,37172-02-4,37172-02-4,(2-butan-2-yl-1-ethenylcyclohexyl) acetate,amber;ambrette;dry;floral;woody,amber;ambrette;dry;floral;woody,TGSC;OdorRactor,,
2918,161936.0,37172-05-7,37172-05-7,(2-butan-2-yl-1-ethynylcyclohexyl) acetate,amber;dry;guaiac;wood;woody,amber;dry;guaiacwood;woody,TGSC;OdorRactor,,
2919,161949.0,37514-30-0,1-Methoxy-1-methylcyclododecane,1-methoxy-1-methylcyclododecane,amber;celery;gis;musk;old;wood;woody,amber;ambergis;celery;musk;oldwood;woody,TGSC;OdorRactor,,
2920,5280341.0,37519-97-4,DIHYDROFARNESOL,"(6E)-3,7,11-trimethyldodeca-6,10-dien-1-ol",floral;fruity;green;metallic,floral;fruity;green;metallic,TGSC;SuperScent;,,
2921,250096.0,37526-88-8,Benzyl tiglate,benzyl (E)-2-methylbut-2-enoate,almond;balsamic;cherry;earthy;mushroom;nutty;rose;spice;sweet,almond;balsamic;cherry;earthy;mushroom;nutty flavor;rose;rosesweet;spice,TGSC;FlavorBase10;SuperScent,,
2922,162268.0,37609-25-9,5-Cyclohexadecen-1-one,cyclohexadec-5-en-1-one,amber;animal;dry;musk;powdery,amber;animal;dry;musk;powdery,TGSC,Sato-Akuhara et al|https://doi.org/DOI:10.1523/JNEUROSCI.3259-15.2016,OR5AN1;;Or5an11;OR5AN1;Or5an6;
2923,5365004.0,75039-84-8,trans-2-Undecen-1-ol,(E)-undec-2-en-1-ol,floral;fresh;fruity;rose;wax;waxy,floral;fresh;fruity;rose;wax;waxy,TGSC;FlavorBase10;OdorRactor,,
2924,3015925.0,37645-61-7,2-Butylthiazole,"2-butyl-1,3-thiazole",green;herbaceous;herbal;tomato;vegetative,green;herbaceous;herbal;somewhat tomato notes;vegetative,TGSC;FlavorBase10,,
2925,61969.0,37674-63-8,"3-Pentenoic acid, 2-methyl-",2-methylpent-3-enoic acid,berry;cheese;cranberry;fruity;hazelnut;nutty;strawberry,berry;cheesey-fruity hazelnut odor;hazelnut;nutty;strawberry-cranberry taste on dilution,TGSC;FlavorBase10;OdorRactor,,
2926,93199.0,37677-14-8,Myrac aldehyde,4-(4-methylpent-3-enyl)cyclohex-3-ene-1-carbaldehyde,air;aldehydic;citrus;floral;fresh;greasy;marine;ozone,aldehydic;citrus;floral;greasy;marine;ozone (fresh air/marine),TGSC;FlavorBase10;OdorRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1D2;;Or52ab4;
2927,447661.0,37778-99-7,37778-99-7,(2S)-2-phenylpropan-1-ol,floral,floral,TGSC,,
2928,162275.0,39129-16-3,methyl 2-[(phenylmethylene)amino]benzoate,methyl 2-(benzylideneamino)benzoate,almond;benzaldehyde;bitter;cherry;floral;fruity;sweet,almond;benzaldehyde;bitter;cherry;floral;fruity;sweet,TGSC;OdorRactor,,
2929,641834.0,846047-53-8,"(2R,3S)-3-Mercaptobutan-2-ol","(2R,3S)-3-sulfanylbutan-2-ol",brothy;garlic;meaty;onion;roasted;savory;sulfurous,brothy;garlic;meaty;meaty savory notes;onion;roasted;sulfurous,TGSC;FlavorBase10,,
2930,2753159.0,37973-51-6,(E)-2-Phenylpropenyl acetate,[(E)-2-phenylprop-1-enyl] acetate,flower;honey;hyacinth;orange;sweet,honey;hyacinth;orangeflower;sweet,TGSC,,
2931,5366408.0,73003-77-7,38019-89-5,"(2E)-1-(1-ethoxyethoxy)-3,7-dimethylocta-2,6-diene",caramellic;creamy;sweet;vanilla,caramellic;creamy;sweet;vanilla,TGSC,,
2932,11019061.0,38142-45-9,(+)-limonen-10-ol,2-[(1R)-4-methylcyclohex-3-en-1-yl]prop-2-en-1-ol,citrus;clean;floral;fruity;herbaceous;mint;minty;sweet,citrus;clean;fruity-floral-citrus notes;herbaceous;mint undertones;minty;sweet,TGSC;FlavorBase10,,
2933,162292.0,38205-55-9,1-(4-Methylthiazol-5-yl)ethanone,"1-(4-methyl-1,3-thiazol-5-yl)ethanone",nutty;roasted;sulfurous,nutty;roasted;sulfurous,TGSC,,
2934,520888.0,38205-60-6,"5-Acetyl-2,4-dimethylthiazole","1-(2,4-dimethyl-1,3-thiazol-5-yl)ethanone",boiled;coffee;earthy;meat;meaty;musty;nutty;roasted;sulfurous,coffee;earthy;meaty;musty;nutty;roasted;sulfurous;sulfurous notes of boiled meat,TGSC;FlavorBase10;SigmaAldrich;Odoractor,,
2935,162293.0,38205-61-7,"5-Ethyl-2,4-dimethylthiazole","5-ethyl-2,4-dimethyl-1,3-thiazole",earthy;meaty;nutty;roasted,earthy;meaty;nutty;roasted,TGSC;Flavornet,,
2936,61976.0,38205-64-0,5-Methoxy-2-methylthiazole,"5-methoxy-2-methyl-1,3-thiazole",cabbage;green;sulfurous;sulfury;vegetable,cabbage;green;sulfurous;sulfury notes;vegetable,TGSC;FlavorBase10;OdorRactor,,
2937,11805563.0,38216-93-2,38216-93-2,"2,2-dimethyl-3-phenylmethoxypropanal",aldehydic;cardamom;coriander;floral;ginger;green;herbal;ozone;spicy,aldehydic;cardamom;coriander;floral;ginger;green;herbal;ozone;spicy,TGSC,,
2938,3094320.0,38223-29-9,"Oxacyclohexadecane-2,13-dione","oxacyclohexadecane-2,13-dione",musk,musk,TGSC;OdorRactor,,
2939,3853254.0,38284-11-6,EPOXYOXOPHORONE,"1,3,3-trimethyl-7-oxabicyclo[4.1.0]heptane-2,5-dione",camphoraceous;camphoreous;cistus;minty;sweet;tea;tobacco,camphoreous;cistus;minty-camphoraceous;sweet;tea notes;tobacco,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2940,161960.0,38285-49-3,5-Methyl-3-butyltetrahydropyran-4-yl acetate,(3-butyl-5-methyloxan-4-yl) acetate,floral;herbal;jasmin;jasmone;lactonic;melon;mushroom;parsley;spicy;water,floral;herbal;jasmin;jasmone;lactonic mushroom odor;parsley;spicy;watermelon taste,TGSC;FlavorBase10;OdorRactor,,
2941,162297.0,38303-23-0,38303-23-0,"4,5,6,7,8,9,10,11,12,13-decahydrocyclododeca[d][1,3]oxazole",earthy;green;herbaceous;herbal;terpenic;woody,earthy;green;herbaceous;herbal;terpenic;woody,TGSC,,
